Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
colette-sandals,,,,,,,,,OCHRE,,36,,,'845175055758,453.59237,shopify,deny,manual,155.00,,true,true,'845175055758,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/3_74b96e1c-e3af-469e-a1c0-e94f498a04b5.png?v=1654183702,lb,,,
colette-sandals,,,,,,,,,OCHRE,,37,,,'845175055765,453.59237,shopify,deny,manual,155.00,,true,true,'845175055765,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/3_74b96e1c-e3af-469e-a1c0-e94f498a04b5.png?v=1654183702,lb,,,
colette-sandals,,,,,,,,,OCHRE,,38,,,'845175055772,453.59237,shopify,deny,manual,155.00,,true,true,'845175055772,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/3_74b96e1c-e3af-469e-a1c0-e94f498a04b5.png?v=1654183702,lb,,,
colette-sandals,,,,,,,,,OCHRE,,39,,,'845175055789,453.59237,shopify,deny,manual,155.00,,true,true,'845175055789,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/3_74b96e1c-e3af-469e-a1c0-e94f498a04b5.png?v=1654183702,lb,,,
colette-sandals,,,,,,,,,OCHRE,,40,,,'845175055796,453.59237,shopify,deny,manual,155.00,,true,true,'845175055796,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/3_74b96e1c-e3af-469e-a1c0-e94f498a04b5.png?v=1654183702,lb,,,
colette-sandals,,,,,,,,,OCHRE,,41,,,'845175055802,453.59237,shopify,deny,manual,155.00,,true,true,'845175055802,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/3_74b96e1c-e3af-469e-a1c0-e94f498a04b5.png?v=1654183702,lb,,,
ayu-tote,Ayu Tote,"<p>The perfect statement beach bag for Summer 2020. Lovingly and ethically handmade in Bali, each half circle bag features leather handles and raffia fringe. </p>
<ul>
<li>Handmade in Bali </li>
<li>45” length by 35” height with 21.5"" handles</li>
</ul>",Cocobelle,,Bags,Full Price Accessories,false,Color,FUCHSIA,Size,O/S,,,'845175058940,453.59237,shopify,deny,manual,105.00,,true,true,'845175058940,https://cdn.shopify.com/s/files/1/1796/0497/products/image1_1.jpg?v=1592858078,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/IMG_0780.jpg?v=1617905130,lb,,,draft
ayu-tote,,,,,,,,,NATURAL,,O/S,,,'845175058933,453.59237,shopify,deny,manual,105.00,,true,true,'845175058933,https://cdn.shopify.com/s/files/1/1796/0497/products/IMG_0780.jpg?v=1617905130,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/image1_1.jpg?v=1592858078,lb,,,
ayu-tote,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/image2_1.jpg?v=1617905130,3,,,,,,,,,,,,,,,,,,,,,,
ayu-tote,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/image0_3.jpg?v=1617905130,4,,,,,,,,,,,,,,,,,,,,,,
ayu-tote,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/image0_4.jpg?v=1617905130,5,,,,,,,,,,,,,,,,,,,,,,
brera-sandal,Brera Sandal,"<p data-mce-fragment=""1"">A gathered leather slide that isn't afraid to stand out. The Brera features a soft leather upper and a cushioned leather sole. </p>
<p class=""p1""><br></p>
<p class=""p2"">MATERIALS &amp; CONSTRUCTION:</p>
<ul class=""ul1"">
<li class=""li2"">
<span class=""s1""></span>Genuine Italian leather upper</li>
</ul>
<ul class=""ul1"">
<li class=""li2"">
<span class=""s1""></span>Cushioned leather insole for comfort<br> and support</li>
</ul>
<ul class=""ul1"">
<li class=""li2"">
<span class=""s1""></span>Handmade in Italy's Puglia region</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">WEAR YOUR COCOBELLE SANDALS WITH PRIDE </strong><br data-mce-fragment=""1"">Purchasing a pair of Cocobelle sandals means you are directly supporting artisans in Italy and their sustainable handmade production model. One sandal at a time we are creating a community of conscious consumers with respect for people and the planet.  </p>
<p data-mce-fragment=""1"">Your sandals were designed and made to last well beyond the Summer because fashion shouldn't be fast, it should last. Franco &amp; Rocco made your sandals. </p>",Cocobelle,,Sandals,"Full Price Sandals, Holiday Gift Guide, Resort 2022, Size Chart, Spring 2021, Spring 2022, Summer 22",true,Color,Black,Size,36,,,'845175059312,544.310844,shopify,deny,manual,243.00,,true,true,'845175059312,https://cdn.shopify.com/s/files/1/1796/0497/products/Shopify_Product_image.png?v=1654539137,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/Brera_BRR_001_Black_pair_2048x2048_4b59ef04-e645-446e-a55b-3fa445710cb8.jpg?v=1654539137,lb,,,active
brera-sandal,,,,,,,,,Black,,37,,,'845175059329,544.310844,shopify,deny,manual,243.00,,true,true,'845175059329,https://cdn.shopify.com/s/files/1/1796/0497/products/4.png?v=1654539139,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/Brera_BRR_001_Black_pair_2048x2048_4b59ef04-e645-446e-a55b-3fa445710cb8.jpg?v=1654539137,lb,,,
brera-sandal,,,,,,,,,Black,,38,,,'845175059336,544.310844,shopify,deny,manual,243.00,,true,true,'845175059336,https://cdn.shopify.com/s/files/1/1796/0497/products/1.png?v=1654539139,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/Brera_BRR_001_Black_pair_2048x2048_4b59ef04-e645-446e-a55b-3fa445710cb8.jpg?v=1654539137,lb,,,
brera-sandal,,,,,,,,,Black,,39,,,'845175059343,544.310844,shopify,deny,manual,243.00,,true,true,'845175059343,https://cdn.shopify.com/s/files/1/1796/0497/products/6_5d22a441-2bee-44f1-98ae-b57a4ddc659b.png?v=1654539139,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/Brera_BRR_001_Black_pair_2048x2048_4b59ef04-e645-446e-a55b-3fa445710cb8.jpg?v=1654539137,lb,,,
brera-sandal,,,,,,,,,Black,,40,,,'845175059350,544.310844,shopify,deny,manual,243.00,,true,true,'845175059350,https://cdn.shopify.com/s/files/1/1796/0497/products/Brera_BRR_001_Black_pair_2048x2048_4b59ef04-e645-446e-a55b-3fa445710cb8.jpg?v=1654539137,5,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/Brera_BRR_001_Black_pair_2048x2048_4b59ef04-e645-446e-a55b-3fa445710cb8.jpg?v=1654539137,lb,,,
brera-sandal,,,,,,,,,Black,,41,,,'845175059367,544.310844,shopify,deny,manual,243.00,,true,true,'845175059367,https://cdn.shopify.com/s/files/1/1796/0497/products/Brera_BRE_BlackTOP2048x2048.jpg?v=1654539137,6,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/Brera_BRR_001_Black_pair_2048x2048_4b59ef04-e645-446e-a55b-3fa445710cb8.jpg?v=1654539137,lb,,,
brera-sandal,,,,,,,,,Hazelnut,,36,,,'845175044370,0.0,shopify,deny,manual,243.00,,true,true,'845175044370,https://cdn.shopify.com/s/files/1/1796/0497/products/Brera_BRR_Black_side_2048x2048_1a8566c5-6bac-4aba-bc1e-b2b94b781c63.jpg?v=1654539137,7,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/Shopify_Product_image.png?v=1654539137,lb,,,
brera-sandal,,,,,,,,,Hazelnut,,37,,,'845175063999,0.0,shopify,deny,manual,243.00,,true,true,'845175063999,https://cdn.shopify.com/s/files/1/1796/0497/products/5_9b63f9c0-8267-4d7d-b2c3-1e97e1200248.png?v=1654539137,8,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/Shopify_Product_image.png?v=1654539137,lb,,,
brera-sandal,,,,,,,,,Hazelnut,,38,,,'845175064002,0.0,shopify,deny,manual,243.00,,true,true,'845175064002,https://cdn.shopify.com/s/files/1/1796/0497/products/4_0bdd687b-248e-4f47-9c9e-b9a0675283cc.png?v=1654539137,9,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/Shopify_Product_image.png?v=1654539137,lb,,,
brera-sandal,,,,,,,,,Hazelnut,,39,,,'845175064019,0.0,shopify,deny,manual,243.00,,true,true,'845175064019,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/Shopify_Product_image.png?v=1654539137,lb,,,
brera-sandal,,,,,,,,,Hazelnut,,40,,,'845175064026,0.0,shopify,deny,manual,243.00,,true,true,'845175064026,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/Shopify_Product_image.png?v=1654539137,lb,,,
brera-sandal,,,,,,,,,Hazelnut,,41,,,'845175064033,0.0,shopify,deny,manual,243.00,,true,true,'845175064033,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/Shopify_Product_image.png?v=1654539137,lb,,,
aria-sandal,Aria Sandal,"<p data-mce-fragment=""1"">The Aria is a simple sandal that make a statement, with asymmetrical strap and toe ring on a cushioned leather sole. Perfectly comfortable for uncomplicated living. </p>
<p class=""p1""><br></p>
<p class=""p2"">MATERIALS &amp; CONSTRUCTION:</p>
<ul class=""ul1"">
<li class=""li2"">
<span class=""s1""></span>Genuine Italian leather upper</li>
</ul>
<ul class=""ul1"">
<li class=""li2"">
<span class=""s1""></span>Cushioned leather insole for comfort<br> and support</li>
</ul>
<ul class=""ul1"">
<li class=""li2"">
<span class=""s1""></span>Handmade in Italy's Puglia region</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">WEAR YOUR COCOBELLE SANDALS WITH PRIDE </strong><br data-mce-fragment=""1"">Purchasing a pair of Cocobelle sandals means you are directly supporting artisans in Italy and their sustainable handmade production model. One sandal at a time we are creating a community of conscious consumers with respect for people and the planet.  </p>
<p data-mce-fragment=""1"">Your sandals were designed and made to last well beyond the Summer because fashion shouldn't be fast, it should last. Franco &amp; Rocco made your sandals. </p>",Cocobelle,,Sandals,"Full Price Sandals, Resort 2021, Size Chart, Spring 2021, Spring 2022",true,Color,Natural,Size,36,,,'845175039093,544.310844,shopify,deny,manual,180.00,,true,true,'845175039093,https://cdn.shopify.com/s/files/1/1796/0497/products/Aria_ARI_235_NaturalPAIR2048x2048.jpg?v=1612382489,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/Aria_ARI_235_NaturalPAIR2048x2048.jpg?v=1612382489,lb,,,active
aria-sandal,,,,,,,,,Natural,,37,,,'845175041096,544.310844,shopify,deny,manual,180.00,,true,true,'845175041096,https://cdn.shopify.com/s/files/1/1796/0497/products/2_01028b52-ca09-4c37-bc53-b1776c1ccf13.png?v=1654191700,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/Aria_ARI_235_NaturalPAIR2048x2048.jpg?v=1612382489,lb,,,
aria-sandal,,,,,,,,,Natural,,38,,,'845175057547,544.310844,shopify,deny,manual,180.00,,true,true,'845175057547,https://cdn.shopify.com/s/files/1/1796/0497/products/Aria_ARI_235_NaturalTOP2048x2048.jpg?v=1654191700,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/Aria_ARI_235_NaturalPAIR2048x2048.jpg?v=1612382489,lb,,,
aria-sandal,,,,,,,,,Natural,,39,,,'845175058988,544.310844,shopify,deny,manual,180.00,,true,true,'845175058988,https://cdn.shopify.com/s/files/1/1796/0497/products/Aria_ARI_235_NaturalSIDE2048x2048.jpg?v=1654191700,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/Aria_ARI_235_NaturalPAIR2048x2048.jpg?v=1612382489,lb,,,
aria-sandal,,,,,,,,,Natural,,40,,,'845175058995,544.310844,shopify,deny,manual,180.00,,true,true,'845175058995,https://cdn.shopify.com/s/files/1/1796/0497/products/1_25d54fa5-ba92-4169-aebb-61812e0aa5fe.png?v=1612382489,5,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/Aria_ARI_235_NaturalPAIR2048x2048.jpg?v=1612382489,lb,,,
aria-sandal,,,,,,,,,Natural,,41,,,'845175059008,544.310844,shopify,deny,manual,180.00,,true,true,'845175059008,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/Aria_ARI_235_NaturalPAIR2048x2048.jpg?v=1612382489,lb,,,
dahlia-sandal,Dahlia Sandal,"<p data-mce-fragment=""1"">Sophistication is the word that comes to mind with the Dahlia, a standout style. With our new cushioned leather sole, it's equal parts style and comfort to take you from day to night. </p>
<p class=""p1""><br></p>
<p class=""p2"">MATERIALS &amp; CONSTRUCTION:</p>
<ul class=""ul1"">
<li class=""li2"">
<span class=""s1""></span>Genuine Italian leather upper</li>
</ul>
<ul class=""ul1"">
<li class=""li2"">
<span class=""s1""></span>Cushioned hand- stitched leather insole for comfort<br> and support</li>
</ul>
<ul class=""ul1"">
<li class=""li2"">
<span class=""s1""></span>Handmade in Italy's Puglia region</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">WEAR YOUR COCOBELLE SANDALS WITH PRIDE </strong><br data-mce-fragment=""1"">Purchasing a pair of Cocobelle sandals means you are directly supporting artisans in Italy and their sustainable handmade production model. One sandal at a time we are creating a community of conscious consumers with respect for people and the planet.  </p>
<p data-mce-fragment=""1"">Your sandals were designed and made to last well beyond the Summer because fashion shouldn't be fast, it should last. Franco &amp; Rocco made your sandals. </p>",Cocobelle,,Sandals,"all sandals, Full Price Sandals, goldsandals, Holiday Gift Guide, mothers day collection, Resort 2021, Size Chart, Spring 2021, Spring 2022, Summer 22",true,Color,Ecru,Size,36,,,'845175059916,544.310844,shopify,deny,manual,195.00,,true,true,'845175059916,https://cdn.shopify.com/s/files/1/1796/0497/products/Dahlia_DAH_043_Platino_pair_2048x2048_d2854209-541f-47c9-b410-926179a8b9f3.jpg?v=1612384902,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/Dahlia_DAH_270_Ecru_pair_2048x2048_cf488c42-b154-4636-9e94-4e45bf9b48c8.jpg?v=1612384902,lb,,,active
dahlia-sandal,,,,,,,,,Ecru,,37,,,'845175059923,544.310844,shopify,deny,manual,195.00,,true,true,'845175059923,https://cdn.shopify.com/s/files/1/1796/0497/products/Dahlia_DAH_043_Platino_single_2048x2048_fe2a9579-a522-4935-9d1d-f22538483b02.jpg?v=1612384902,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/Dahlia_DAH_270_Ecru_pair_2048x2048_cf488c42-b154-4636-9e94-4e45bf9b48c8.jpg?v=1612384902,lb,,,
dahlia-sandal,,,,,,,,,Ecru,,38,,,'845175059930,544.310844,shopify,deny,manual,195.00,,true,true,'845175059930,https://cdn.shopify.com/s/files/1/1796/0497/products/Dahlia_DAH_043_Platino_side_2048x2048_d5005030-f9a3-4fd2-b66a-35edbaeac5b5.jpg?v=1612384902,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/Dahlia_DAH_270_Ecru_pair_2048x2048_cf488c42-b154-4636-9e94-4e45bf9b48c8.jpg?v=1612384902,lb,,,
dahlia-sandal,,,,,,,,,Ecru,,39,,,'845175059947,544.310844,shopify,deny,manual,195.00,,true,true,'845175059947,https://cdn.shopify.com/s/files/1/1796/0497/products/1_3b96d9d2-6820-4f34-be3f-da1b90748f14.png?v=1612384902,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/Dahlia_DAH_270_Ecru_pair_2048x2048_cf488c42-b154-4636-9e94-4e45bf9b48c8.jpg?v=1612384902,lb,,,
dahlia-sandal,,,,,,,,,Ecru,,40,,,'845175059954,544.310844,shopify,deny,manual,195.00,,true,true,'845175059954,https://cdn.shopify.com/s/files/1/1796/0497/products/2_269af915-3161-46c9-b64d-d1e00b3c140e.png?v=1612384902,5,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/Dahlia_DAH_270_Ecru_pair_2048x2048_cf488c42-b154-4636-9e94-4e45bf9b48c8.jpg?v=1612384902,lb,,,
dahlia-sandal,,,,,,,,,Ecru,,41,,,'845175059961,544.310844,shopify,deny,manual,195.00,,true,true,'845175059961,https://cdn.shopify.com/s/files/1/1796/0497/products/Dahlia_DAH_270_Ecru_pair_2048x2048_cf488c42-b154-4636-9e94-4e45bf9b48c8.jpg?v=1612384902,6,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/Dahlia_DAH_270_Ecru_pair_2048x2048_cf488c42-b154-4636-9e94-4e45bf9b48c8.jpg?v=1612384902,lb,,,
dahlia-sandal,,,,,,,,,Platino,,36,,,'845175059978,544.310844,shopify,deny,manual,195.00,,true,true,'845175059978,https://cdn.shopify.com/s/files/1/1796/0497/products/Dahlia_DAH_270_Ecru_single_2048x2048_c991703b-4de4-484a-a503-bb4dd09b453b.jpg?v=1612384902,7,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/Dahlia_DAH_043_Platino_pair_2048x2048_d2854209-541f-47c9-b410-926179a8b9f3.jpg?v=1612384902,lb,,,
dahlia-sandal,,,,,,,,,Platino,,37,,,'845175059985,544.310844,shopify,deny,manual,195.00,,true,true,'845175059985,https://cdn.shopify.com/s/files/1/1796/0497/products/Dahlia_DAH_270_Ecru_side_2048x2048_ea61b275-1a42-44a5-b3fd-dd1de39ee108.jpg?v=1612384902,8,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/Dahlia_DAH_043_Platino_pair_2048x2048_d2854209-541f-47c9-b410-926179a8b9f3.jpg?v=1612384902,lb,,,
dahlia-sandal,,,,,,,,,Platino,,38,,,'845175059992,544.310844,shopify,deny,manual,195.00,,true,true,'845175059992,https://cdn.shopify.com/s/files/1/1796/0497/products/5_148bcdfc-be24-4652-a4d8-8aac4992580c.png?v=1612384902,9,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/Dahlia_DAH_043_Platino_pair_2048x2048_d2854209-541f-47c9-b410-926179a8b9f3.jpg?v=1612384902,lb,,,
dahlia-sandal,,,,,,,,,Platino,,39,,,'845175060004,544.310844,shopify,deny,manual,195.00,,true,true,'845175060004,https://cdn.shopify.com/s/files/1/1796/0497/products/6_83671ae4-58e1-407f-bd11-1b40fc688782.png?v=1612384902,10,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/Dahlia_DAH_043_Platino_pair_2048x2048_d2854209-541f-47c9-b410-926179a8b9f3.jpg?v=1612384902,lb,,,
dahlia-sandal,,,,,,,,,Platino,,40,,,'845175060011,544.310844,shopify,deny,manual,195.00,,true,true,'845175060011,https://cdn.shopify.com/s/files/1/1796/0497/products/4_efd425de-1145-4f24-893d-4c9a49d3bfec.png?v=1612384902,11,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/Dahlia_DAH_043_Platino_pair_2048x2048_d2854209-541f-47c9-b410-926179a8b9f3.jpg?v=1612384902,lb,,,
dahlia-sandal,,,,,,,,,Platino,,41,,,'845175060028,544.310844,shopify,deny,manual,195.00,,true,true,'845175060028,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/Dahlia_DAH_043_Platino_pair_2048x2048_d2854209-541f-47c9-b410-926179a8b9f3.jpg?v=1612384902,lb,,,
dahlia-sandal,,,,,,,,,Black,,36,,,'845175059855,544.310844,shopify,deny,manual,195.00,,true,true,'845175059855,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/4_efd425de-1145-4f24-893d-4c9a49d3bfec.png?v=1612384902,lb,,,
dahlia-sandal,,,,,,,,,Black,,37,,,'845175059862,544.310844,shopify,deny,manual,195.00,,true,true,'845175059862,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/4_efd425de-1145-4f24-893d-4c9a49d3bfec.png?v=1612384902,lb,,,
dahlia-sandal,,,,,,,,,Black,,38,,,'845175059879,544.310844,shopify,deny,manual,195.00,,true,true,'845175059879,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/4_efd425de-1145-4f24-893d-4c9a49d3bfec.png?v=1612384902,lb,,,
dahlia-sandal,,,,,,,,,Black,,39,,,'845175059886,544.310844,shopify,deny,manual,195.00,,true,true,'845175059886,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/4_efd425de-1145-4f24-893d-4c9a49d3bfec.png?v=1612384902,lb,,,
dahlia-sandal,,,,,,,,,Black,,40,,,'845175059893,544.310844,shopify,deny,manual,195.00,,true,true,'845175059893,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/4_efd425de-1145-4f24-893d-4c9a49d3bfec.png?v=1612384902,lb,,,
dahlia-sandal,,,,,,,,,Black,,41,,,'845175059909,544.310844,shopify,deny,manual,195.00,,true,true,'845175059909,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/4_efd425de-1145-4f24-893d-4c9a49d3bfec.png?v=1612384902,lb,,,
kailani-purse,Kailani Purse,"<p> </p>
<style type=""text/css""><!--
td {border: 1px solid #ccc;}br {mso-data-placement:same-cell;}
--></style>
<p><span data-mce-fragment=""1"">Beautifully handwoven raffia cross-body purse with magnet closure, linen lined interior with pocket and leather strap. A summer classic in the making. </span></p>
<ul>
<li><span data-mce-fragment=""1"">Handmade in Bali</span></li>
<li>Length 7.8"" Height 5.5"" Width 3.5' Strap 51"" Pocket 4 x 5.5""</li>
</ul>",Cocobelle,,Bags,"All Accessories, Full Price Accessories",true,Color,Ivory,Size,O/S,,,'845175063746,453.59237,shopify,deny,manual,148.00,,true,true,'845175063746,https://cdn.shopify.com/s/files/1/1796/0497/products/PhotoRoom_20210727_112234.jpg?v=1627404844,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/4_a2bb3eb3-88ef-43b2-9f62-419f3768013d.png?v=1627404844,lb,,,active
kailani-purse,,,,,,,,,Rainbow,,O/S,,,'845175063760,453.59237,shopify,deny,manual,148.00,,true,true,'845175063760,https://cdn.shopify.com/s/files/1/1796/0497/products/4_a2bb3eb3-88ef-43b2-9f62-419f3768013d.png?v=1627404844,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/1_a08c3439-3304-4928-b0d8-c2ee303edf27.png?v=1627404844,lb,,,
kailani-purse,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/5.png?v=1627404844,3,,,,,,,,,,,,,,,,,,,,,,
kailani-purse,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/6.png?v=1627404844,4,,,,,,,,,,,,,,,,,,,,,,
kailani-purse,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/1_a08c3439-3304-4928-b0d8-c2ee303edf27.png?v=1627404844,5,,,,,,,,,,,,,,,,,,,,,,
kailani-purse,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/2_08ee6785-553b-40d9-8089-1c28da9710bc.png?v=1627404836,6,,,,,,,,,,,,,,,,,,,,,,
kailani-purse,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/3_0b89e860-329f-4858-bdc8-1cfc6baca72b.png?v=1627404836,7,,,,,,,,,,,,,,,,,,,,,,
alana-tote,Alana Tote,"<p><span data-sheets-value='{""1"":2,""2"":""Handwoven raffia bag with leather handles. Linen lined interior with drawstring bead closure and interior pocket.""}' data-sheets-userformat='{""2"":10241,""3"":{""1"":0,""3"":1},""14"":{""1"":3,""3"":1},""16"":10}' data-mce-fragment=""1"">Handwoven raffia bag with leather handles. Linen lined interior with drawstring closure and interior pocket - the perfect beach to street bag. </span></p>
<ul>
<li><span data-sheets-value='{""1"":2,""2"":""Handwoven raffia bag with leather handles. Linen lined interior with drawstring bead closure and interior pocket.""}' data-sheets-userformat='{""2"":10241,""3"":{""1"":0,""3"":1},""14"":{""1"":3,""3"":1},""16"":10}' data-mce-fragment=""1"">Handmade in Bali</span></li>
<li><span data-sheets-value='{""1"":2,""2"":""Handwoven raffia bag with leather handles. Linen lined interior with drawstring bead closure and interior pocket.""}' data-sheets-userformat='{""2"":10241,""3"":{""1"":0,""3"":1},""14"":{""1"":3,""3"":1},""16"":10}' data-mce-fragment=""1"">Length 13"" Height 9.5"" Leather strap 27.5"" Interior pocket 4.7 x 6.3""</span></li>
</ul>",Cocobelle,,Bags,"Full Price Accessories, Holiday Gift Guide, Mothers Day Collection, Raffia",true,Color,Ivory,Size,O/S,,,'845175063777,453.59237,shopify,deny,manual,148.00,,true,true,'845175063777,https://cdn.shopify.com/s/files/1/1796/0497/products/4_a3497068-a95a-43f0-9fb3-076645d483d5.png?v=1654003880,1,,false,,,,,,,,,,,,,,,,,lb,,,active
alana-tote,,,,,,,,,Rio,,O/S,,,'845175063791,453.59237,shopify,deny,manual,148.00,,true,true,'845175063791,https://cdn.shopify.com/s/files/1/1796/0497/products/5_c3ec0a86-fd7d-4f80-be5c-0bacb5e4057a.png?v=1654003880,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/7.png?v=1654003880,lb,,,
alana-tote,,,,,,,,,Sedona,,O/S,,,'845175063784,453.59237,shopify,deny,manual,148.00,,true,true,'845175063784,https://cdn.shopify.com/s/files/1/1796/0497/products/6_b8f1995a-9a0e-4ecc-bd76-d84460a5f922.png?v=1654003880,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/4_a3497068-a95a-43f0-9fb3-076645d483d5.png?v=1654003880,lb,,,
alana-tote,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/7.png?v=1654003880,4,,,,,,,,,,,,,,,,,,,,,,
alana-tote,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/8.png?v=1654003861,5,,,,,,,,,,,,,,,,,,,,,,
alana-tote,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/9.png?v=1654003861,6,,,,,,,,,,,,,,,,,,,,,,
