Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
bhea-sandal,,,,,,,,,Ecru,,38,,,'845175050593,0.0,shopify,deny,manual,155.00,,true,false,'845175050593,https://cdn.shopify.com/s/files/1/1796/0497/products/BheaSandalBHA270ecruTOP.jpg?v=1644252172,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/BheaSandalBHA270ecruPAIR.jpg?v=1644252172,lb,,,
bhea-sandal,,,,,,,,,Ecru,,39,,,'845175050609,0.0,shopify,deny,manual,155.00,,true,false,'845175050609,https://cdn.shopify.com/s/files/1/1796/0497/products/Copyof2048pxx2048px_UntitledDesign_5.png?v=1644252172,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/BheaSandalBHA270ecruPAIR.jpg?v=1644252172,lb,,,
bhea-sandal,,,,,,,,,Ecru,,40,,,'845175050616,453.59237,shopify,deny,manual,155.00,,true,false,'845175050616,https://cdn.shopify.com/s/files/1/1796/0497/products/Copyof2048pxx2048px_UntitledDesign_6.png?v=1644252172,5,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/BheaSandalBHA270ecruPAIR.jpg?v=1644252172,lb,,,
bhea-sandal,,,,,,,,,Ecru,,41,,,'845175050623,453.59237,shopify,deny,manual,155.00,,true,false,'845175050623,https://cdn.shopify.com/s/files/1/1796/0497/products/Copyof2048pxx2048px_UntitledDesign_7.png?v=1644252172,6,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/BheaSandalBHA270ecruPAIR.jpg?v=1644252172,lb,,,
bhea-sandal,,,,,,,,,Hazelnut,,36,,,'845175063906,453.59237,shopify,deny,manual,155.00,,true,false,'845175063906,https://cdn.shopify.com/s/files/1/1796/0497/products/Bhea.jpg?v=1644252172,7,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/Bhea.jpg?v=1644252172,lb,,,
bhea-sandal,,,,,,,,,Hazelnut,,37,,,'845175063913,0.0,shopify,deny,manual,155.00,,true,false,'845175063913,https://cdn.shopify.com/s/files/1/1796/0497/products/bheaside2.jpg?v=1644252172,8,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/Bhea.jpg?v=1644252172,lb,,,
bhea-sandal,,,,,,,,,Hazelnut,,38,,,'845175063920,453.59237,shopify,deny,manual,155.00,,true,false,'845175063920,https://cdn.shopify.com/s/files/1/1796/0497/products/ShopifyProductimage.png?v=1644252172,9,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/Bhea.jpg?v=1644252172,lb,,,
bhea-sandal,,,,,,,,,Hazelnut,,39,,,'845175063937,453.59237,shopify,deny,manual,155.00,,true,false,'845175063937,https://cdn.shopify.com/s/files/1/1796/0497/products/7_6afeed76-b644-4edc-aa94-06bfa9327a76.png?v=1644252172,10,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/Bhea.jpg?v=1644252172,lb,,,
bhea-sandal,,,,,,,,,Hazelnut,,40,,,'845175063944,0.0,shopify,deny,manual,155.00,,true,false,'845175063944,https://cdn.shopify.com/s/files/1/1796/0497/products/6_d8db027e-0d6f-4668-872b-0664e3ce25e9.png?v=1644252172,11,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/Bhea.jpg?v=1644252172,lb,,,
bhea-sandal,,,,,,,,,Hazelnut,,41,,,'845175063951,453.59237,shopify,deny,manual,155.00,,true,false,'845175063951,https://cdn.shopify.com/s/files/1/1796/0497/products/5_636a867e-3867-450f-87aa-e6b9140555ab.png?v=1644252172,12,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/Bhea.jpg?v=1644252172,lb,,,
bhea-sandal,,,,,,,,,Mocha,,36,,,'845175055574,0.0,shopify,deny,manual,155.00,,true,false,'845175055574,https://cdn.shopify.com/s/files/1/1796/0497/products/4_017fbbc7-662c-4b52-97bc-1450438c64d0.png?v=1644252172,13,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/4_017fbbc7-662c-4b52-97bc-1450438c64d0.png?v=1644252172,lb,,,
bhea-sandal,,,,,,,,,Mocha,,37,,,'845175055581,0.0,shopify,deny,manual,155.00,,true,false,'845175055581,https://cdn.shopify.com/s/files/1/1796/0497/products/1_59b96365-199a-443e-b892-a114b1b3ab58.png?v=1644252172,14,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/4_017fbbc7-662c-4b52-97bc-1450438c64d0.png?v=1644252172,lb,,,
bhea-sandal,,,,,,,,,Mocha,,38,,,'845175055598,0.0,shopify,deny,manual,155.00,,true,false,'845175055598,https://cdn.shopify.com/s/files/1/1796/0497/products/2_503a0c97-8c20-4eaf-a90d-db6b90114709.png?v=1644252172,15,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/4_017fbbc7-662c-4b52-97bc-1450438c64d0.png?v=1644252172,lb,,,
bhea-sandal,,,,,,,,,Mocha,,39,,,'845175055604,0.0,shopify,deny,manual,155.00,,true,false,'845175055604,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/4_017fbbc7-662c-4b52-97bc-1450438c64d0.png?v=1644252172,lb,,,
bhea-sandal,,,,,,,,,Mocha,,40,,,'845175055611,0.0,shopify,deny,manual,155.00,,true,false,'845175055611,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/4_017fbbc7-662c-4b52-97bc-1450438c64d0.png?v=1644252172,lb,,,
bhea-sandal,,,,,,,,,Mocha,,41,,,'845175055628,0.0,shopify,deny,manual,155.00,,true,false,'845175055628,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/4_017fbbc7-662c-4b52-97bc-1450438c64d0.png?v=1644252172,lb,,,
bhea-sandal,,,,,,,,,OCHRE,,36,,,'845175055512,0.0,shopify,deny,manual,155.00,,true,false,'845175055512,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/7_6afeed76-b644-4edc-aa94-06bfa9327a76.png?v=1644252172,lb,,,
bhea-sandal,,,,,,,,,OCHRE,,37,,,'845175055529,0.0,shopify,deny,manual,155.00,,true,false,'845175055529,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/7_6afeed76-b644-4edc-aa94-06bfa9327a76.png?v=1644252172,lb,,,
bhea-sandal,,,,,,,,,OCHRE,,38,,,'845175055536,0.0,shopify,deny,manual,155.00,,true,false,'845175055536,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/7_6afeed76-b644-4edc-aa94-06bfa9327a76.png?v=1644252172,lb,,,
bhea-sandal,,,,,,,,,OCHRE,,39,,,'845175055543,0.0,shopify,deny,manual,155.00,,true,false,'845175055543,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/7_6afeed76-b644-4edc-aa94-06bfa9327a76.png?v=1644252172,lb,,,
bhea-sandal,,,,,,,,,OCHRE,,40,,,'845175055550,0.0,shopify,deny,manual,155.00,,true,false,'845175055550,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/7_6afeed76-b644-4edc-aa94-06bfa9327a76.png?v=1644252172,lb,,,
bhea-sandal,,,,,,,,,OCHRE,,41,,,'845175055567,0.0,shopify,deny,manual,155.00,,true,false,'845175055567,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/7_6afeed76-b644-4edc-aa94-06bfa9327a76.png?v=1644252172,lb,,,
gift-card,Gift Card,"<p>Shopping for someone else but not sure what to give them? Give them the gift of choice with a Cocobelle gift card.</p>
<p>Gift cards are delivered by email and contain instructions to redeem them at checkout. Our gift cards have no additional processing fees.</p>",Cocobelle,Gift Cards,Gift Card,Spring 2022,true,Amount,$50.00,,,,,"",0.0,,continue,gift_card,50.00,,false,false,,https://cdn.shopify.com/s/files/1/1796/0497/products/image4_1.png?v=1589317684,1,,true,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/image1_1.png?v=1589317684,lb,,,active
gift-card,,,,,,,,,$100.00,,,,,"",0.0,,continue,gift_card,100.00,,false,false,,https://cdn.shopify.com/s/files/1/1796/0497/products/image1_1.png?v=1589317684,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/image2_1.png?v=1589317696,lb,,,
gift-card,,,,,,,,,$150.00,,,,,"",0.0,,continue,gift_card,150.00,,false,false,,https://cdn.shopify.com/s/files/1/1796/0497/products/image2_1.png?v=1589317696,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/image3_2.png?v=1589317699,lb,,,
gift-card,,,,,,,,,$200.00,,,,,"",0.0,,continue,gift_card,200.00,,false,false,"",https://cdn.shopify.com/s/files/1/1796/0497/products/image3_2.png?v=1589317699,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/giftcard.png?v=1589317703,lb,,,
gift-card,,,,,,,,,$300.00,,,,,"",0.0,,continue,gift_card,300.00,,false,false,"",https://cdn.shopify.com/s/files/1/1796/0497/products/giftcard.png?v=1589317703,5,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/giftcard_1.png?v=1589317709,lb,,,
gift-card,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/giftcard_1.png?v=1589317709,6,,,,,,,,,,,,,,,,,,,,,,
emma-tote,Emma Tote,"<p>Fun beach tote handmade from raffia with leather trim and handles. The Emma tote features three different embellished color-way options, so there's something for everyone. </p>
<ul>
<li>Handmade by artisans in Bali </li>
<li>Linen lining with interior pocket</li>
<li>15.5' X 15.5'</li>
</ul>",Cocobelle,,Bags,"Beach Bag, Full Price Accessories, Gift Guide - Favorites, Holiday Sale 2018",true,Color,NATURAL,Size,O/S,,,'845175049214,544.310844,shopify,deny,manual,120.00,,true,false,'845175049214,https://cdn.shopify.com/s/files/1/1796/0497/products/Screen_Shot_2018-12-12_at_6.13.06_PM.png?v=1544656510,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/Screen_Shot_2018-12-12_at_6.13.06_PM.png?v=1544656510,lb,,,active
emma-tote,,,,,,,,,IVORY,,O/S,,,'845175049207,544.310844,shopify,deny,manual,120.00,,true,false,'845175049207,https://cdn.shopify.com/s/files/1/1796/0497/products/Screen_Shot_2018-12-12_at_6.10.46_PM.png?v=1544656510,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/Screen_Shot_2018-12-12_at_6.12.55_PM.png?v=1544656510,lb,,,
emma-tote,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/Screen_Shot_2018-12-12_at_6.12.55_PM.png?v=1544656510,3,,,,,,,,,,,,,,,,,,,,,,
emma-tote,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/Screen_Shot_2018-12-12_at_6.13.18_PM.png?v=1544656510,4,,,,,,,,,,,,,,,,,,,,,,
arcos-sandal,Arcos Sandal,"<meta charset=""utf-8"">
<p><span></span>Minimalist slide sandal with unique cutout leather upper. In both neutral and metallic color-ways, the Arcos Sandal is a timeless staple.  </p>
<p class=""p1""><br></p>
<p class=""p2"">MATERIALS &amp; CONSTRUCTION:</p>
<ul class=""ul1"">
<li class=""li2"">
<span class=""s1""></span>Genuine Italian leather upper</li>
</ul>
<ul class=""ul1"">
<li class=""li2"">
<span class=""s1""></span>Leather insole for comfort<br> and support</li>
</ul>
<ul class=""ul1"">
<li class=""li2"">
<span class=""s1""></span>Handmade in Italy's Puglia region</li>
</ul>
<p dir=""ltr""><span><strong>WEAR YOUR COCOBELLE SANDALS WITH PRIDE</strong> <br>Purchasing a pair of Cocobelle sandals means you are directly supporting artisans in Italy and their sustainable handmade production model. One sandal at a time we are creating a community of conscious consumers with respect for people and the planet.  <br>Your sandals were designed and made to last well beyond the Summer because fashion shouldn't be fast, it should last. </span></p>
<div class=""product-single__description rte"" itemprop=""description"">
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">THIS ITEM IS FINAL SALE. </strong></p>
</div>",Cocobelle,,Sandals,"Archive Sale 2021, goldsandals, Size Chart",true,Color,CRACKED GOLD,Size,39,,,'845175050876,0.0,shopify,deny,manual,89.00,119.00,true,false,'845175050876,https://cdn.shopify.com/s/files/1/1796/0497/products/ArcosSandalARC714crackedgoldPAIR.jpg?v=1603301265,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/ArcosSandalARC714crackedgoldPAIR.jpg?v=1603301265,lb,,,active
arcos-sandal,,,,,,,,,CRACKED GOLD,,40,,,'845175050883,453.59237,shopify,deny,manual,89.00,119.00,true,false,'845175050883,https://cdn.shopify.com/s/files/1/1796/0497/products/ArcosSandalARC714crackedgoldSIDE.jpg?v=1603301265,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/ArcosSandalARC714crackedgoldPAIR.jpg?v=1603301265,lb,,,
arcos-sandal,,,,,,,,,CRACKED GOLD,,41,,,'845175050890,453.59237,shopify,deny,manual,89.00,119.00,true,false,'845175050890,https://cdn.shopify.com/s/files/1/1796/0497/products/ArcosSandalARC714crackedgoldTOP.jpg?v=1603301265,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/ArcosSandalARC714crackedgoldPAIR.jpg?v=1603301265,lb,,,
arcos-sandal,,,,,,,,,NATURAL,,39,,,'845175050937,453.59237,shopify,deny,manual,89.00,119.00,true,false,'845175050937,https://cdn.shopify.com/s/files/1/1796/0497/products/ArcosSandalARC235naturalPAIR.jpg?v=1603301265,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/ArcosSandalARC235naturalPAIR.jpg?v=1603301265,lb,,,
arcos-sandal,,,,,,,,,NATURAL,,40,,,'845175050944,453.59237,shopify,deny,manual,89.00,119.00,true,false,'845175050944,https://cdn.shopify.com/s/files/1/1796/0497/products/ArcosSandalARC235naturalSIDE.jpg?v=1603301265,5,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/ArcosSandalARC235naturalPAIR.jpg?v=1603301265,lb,,,
arcos-sandal,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/ArcosSandalARC235naturalTOP.jpg?v=1603301265,6,,,,,,,,,,,,,,,,,,,,,,
arcos-sandal,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/ArcosSandalARC716rosegoldPIR.jpg?v=1603301265,7,,,,,,,,,,,,,,,,,,,,,,
arcos-sandal,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/ArcosSandalARC716rosegoldSIDE.jpg?v=1603301265,8,,,,,,,,,,,,,,,,,,,,,,
arcos-sandal,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/ArcosSandalARC716rosegoldTOP.jpg?v=1603301265,9,,,,,,,,,,,,,,,,,,,,,,
crescent-sandals,Crescent Sandal,"<meta charset=""utf-8"">
<p>One of our bestsellers! This chic and minimal sandal with thin leather straps &amp; toe loop is on a cushioned leather insole. Perfect comfort &amp; support from the beach to the streets. </p>
<p class=""p1""><br></p>
<p class=""p2"">MATERIALS &amp; CONSTRUCTION:</p>
<ul class=""ul1"">
<li class=""li2"">
<span class=""s1""></span>Genuine Italian leather upper</li>
</ul>
<ul class=""ul1"">
<li class=""li2"">
<span class=""s1""></span>Cushioned leather insole for comfort<br> and support</li>
</ul>
<ul class=""ul1"">
<li class=""li2"">
<span class=""s1""></span>Handmade in Italy's Puglia region</li>
</ul>
<ul>
<li>Note - May not be suitable style for feet with a high arch </li>
</ul>
<p><strong>WEAR YOUR COCOBELLE SANDALS WITH PRIDE </strong><br>Purchasing a pair of Cocobelle sandals means you are directly supporting artisans in Italy and their sustainable handmade production model. One sandal at a time we are creating a community of conscious consumers with respect for people and the planet.  </p>
<p>Your sandals were designed and made to last well beyond the Summer because fashion shouldn't be fast, it should last.  Rocco made your sandals. </p>",Cocobelle,,Sandals,"all sandals, Full Price Sandals, goldsandals, Holiday Gift Guide, Resort 2021, Size Chart, Spring 2021, Spring 2022",true,Color,Cracked Gold,Size,36,,,'845175059619,589.670081,shopify,deny,manual,195.00,,true,false,'845175051323,https://cdn.shopify.com/s/files/1/1796/0497/products/Crescent_CST_714_CrackedGold_pair_2048x2048_21dce4c6-0130-4551-ba1d-245f918f3343.jpg?v=1612384732,1,,false,,"Chic and minimal leather sandal with thin leather straps with toe loop on a leather sole. 100% Leather upper Minimal thin straps. Quality, sustainable and handmade in Italy. ",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/Crescent_CST_714_CrackedGold_pair_2048x2048_21dce4c6-0130-4551-ba1d-245f918f3343.jpg?v=1612384732,lb,,,active
crescent-sandals,,,,,,,,,Cracked Gold,,37,,,'845175059626,589.670081,shopify,deny,manual,195.00,,true,false,'845175051330,https://cdn.shopify.com/s/files/1/1796/0497/products/Crescent_CST_714_CrackedGold_single_2048x2048_56b6b350-c0ad-4bea-845f-98a3c9e83287.jpg?v=1612384732,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/Crescent_CST_714_CrackedGold_pair_2048x2048_21dce4c6-0130-4551-ba1d-245f918f3343.jpg?v=1612384732,lb,,,
crescent-sandals,,,,,,,,,Cracked Gold,,38,,,'845175059633,589.670081,shopify,deny,manual,195.00,,true,false,'845175051347,https://cdn.shopify.com/s/files/1/1796/0497/products/Crescent_CRS_714_CrackedGold_side_2048x2048_c7cd5bf3-3535-412b-aa55-d45d3421ec24.jpg?v=1612384732,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/Crescent_CST_714_CrackedGold_pair_2048x2048_21dce4c6-0130-4551-ba1d-245f918f3343.jpg?v=1612384732,lb,,,
crescent-sandals,,,,,,,,,Cracked Gold,,39,,,'845175059640,589.670081,shopify,deny,manual,195.00,,true,false,'845175051354,https://cdn.shopify.com/s/files/1/1796/0497/products/4_e74dbf02-e1f7-4e0a-ab81-f8e3da7228a2.png?v=1612384732,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/Crescent_CST_714_CrackedGold_pair_2048x2048_21dce4c6-0130-4551-ba1d-245f918f3343.jpg?v=1612384732,lb,,,
crescent-sandals,,,,,,,,,Cracked Gold,,40,,,'845175059657,589.670081,shopify,deny,manual,195.00,,true,false,'845175051361,https://cdn.shopify.com/s/files/1/1796/0497/products/Crescent_CST_232_StampedNatural_pair_2048x2048_4944e6cb-0901-4739-9c64-674c651a989b.jpg?v=1612384732,5,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/Crescent_CST_714_CrackedGold_pair_2048x2048_21dce4c6-0130-4551-ba1d-245f918f3343.jpg?v=1612384732,lb,,,
crescent-sandals,,,,,,,,,Cracked Gold,,41,,,'845175059664,589.670081,shopify,deny,manual,195.00,,true,false,'845175051378,https://cdn.shopify.com/s/files/1/1796/0497/products/Crescent_CST_232_StampedNatural_single_2048x2048_d22d42ce-cc0c-43d7-91a7-9e6ca7dda459.jpg?v=1612384732,6,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/Crescent_CST_714_CrackedGold_pair_2048x2048_21dce4c6-0130-4551-ba1d-245f918f3343.jpg?v=1612384732,lb,,,
crescent-sandals,,,,,,,,,Stamped Natural,,36,,,'845175059671,589.670081,shopify,deny,manual,195.00,,true,true,'845175059671,https://cdn.shopify.com/s/files/1/1796/0497/products/Crescent_CRS_232_StampedNatural_side_2048x2048_491fb077-568e-4c62-8c57-6cbb934fd818.jpg?v=1612384732,7,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/Crescent_CST_232_StampedNatural_pair_2048x2048_4944e6cb-0901-4739-9c64-674c651a989b.jpg?v=1612384732,lb,,,
crescent-sandals,,,,,,,,,Stamped Natural,,37,,,'845175059688,589.670081,shopify,deny,manual,195.00,,true,true,'845175059688,https://cdn.shopify.com/s/files/1/1796/0497/products/2_4687d3f4-bcec-4534-9420-0d6cf7c87381.png?v=1612384732,8,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/Crescent_CST_232_StampedNatural_pair_2048x2048_4944e6cb-0901-4739-9c64-674c651a989b.jpg?v=1612384732,lb,,,
crescent-sandals,,,,,,,,,Stamped Natural,,38,,,'845175059695,589.670081,shopify,deny,manual,195.00,,true,true,'845175059695,https://cdn.shopify.com/s/files/1/1796/0497/products/1_17ff24ca-2b36-4e3a-9507-ec20e24f8dc3.png?v=1612384732,9,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/Crescent_CST_232_StampedNatural_pair_2048x2048_4944e6cb-0901-4739-9c64-674c651a989b.jpg?v=1612384732,lb,,,
crescent-sandals,,,,,,,,,Stamped Natural,,39,,,'845175059701,589.670081,shopify,deny,manual,195.00,,true,true,'845175059701,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/Crescent_CST_232_StampedNatural_pair_2048x2048_4944e6cb-0901-4739-9c64-674c651a989b.jpg?v=1612384732,lb,,,
crescent-sandals,,,,,,,,,Stamped Natural,,40,,,'845175059718,589.670081,shopify,deny,manual,195.00,,true,true,'845175059718,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/Crescent_CST_232_StampedNatural_pair_2048x2048_4944e6cb-0901-4739-9c64-674c651a989b.jpg?v=1612384732,lb,,,
crescent-sandals,,,,,,,,,Stamped Natural,,41,,,'845175059725,589.670081,shopify,deny,manual,195.00,,true,true,'845175059725,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/Crescent_CST_232_StampedNatural_pair_2048x2048_4944e6cb-0901-4739-9c64-674c651a989b.jpg?v=1612384732,lb,,,
kapari-purse,Kapari Purse,"<p>Simply chic little rattan purse, ethically handmade in Bali. Featuring woven rattan purse with leather cross body or shoulder strap and tassel. <span>Linen lined interior with pocket. </span></p>
<ul>
<li>Handmade in Bali</li>
<li>12’ x 8.5’ purse with 4’ long flap &amp; 45’ long leather shoulder strap</li>
</ul>",Cocobelle,,Bags,"Bags, Beach Bag, Leather Bag",true,Color,NATURAL,Size,O/S,,,'845175054942,453.59237,shopify,deny,manual,84.00,,true,false,'845175054942,https://cdn.shopify.com/s/files/1/1796/0497/products/Cocobelle5c3debd5b8b6245c3debd5b8bb9.004880355c3debd5b8bb9.png?v=1654179306,1,,false,,,,,,,,,,,,,,,,,lb,,,active
kapari-purse,,,,,,,,,NAVY,,O/S,,,'845175054959,453.59237,shopify,deny,manual,84.00,,true,false,'845175054959,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/Cocobelle5c3debd5b8b6245c3debd5b8bb9.004880355c3debd5b8bb9.png?v=1654179306,lb,,,
colette-sandals,Colette Sandal,"<div>Delicately feminine the Colette sandal features an ankle wrap with leather bow and toe ring</div>
<div>
<p class=""p1""><br></p>
<p class=""p2"">MATERIALS &amp; CONSTRUCTION:</p>
<ul class=""ul1"">
<li class=""li2"">
<span class=""s1""></span>Genuine Italian leather upper</li>
</ul>
<ul class=""ul1"">
<li class=""li2"">
<span class=""s1""></span>Leather insole </li>
</ul>
<ul class=""ul1"">
<li class=""li2"">
<span class=""s1""></span>Handmade in Italy's Puglia region</li>
</ul>
</div>
<div>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Velcro closure for easy fit</li>
</ul>
</div>
<ul></ul>
<p><strong>WEAR YOUR COCOBELLE SANDALS WITH PRIDE </strong><br>Purchasing a pair of Cocobelle sandals means you are directly supporting artisans in Italy and their sustainable handmade production model. One sandal at a time we are creating a community of conscious consumers with respect for people and the planet.  </p>
<p>Your sandals were designed and made to last well beyond the Summer because fashion shouldn't be fast, it should last. Franco &amp; Rocco made your sandals. </p>",Cocobelle,,Sandals,"Full Price Sandals, goldsandals, mothers day collection, Size Chart, Spring 2021, Summer 22",true,Color,ANTIQUE GOLD,Size,36,,,'845175055697,453.59237,shopify,deny,manual,155.00,,true,true,'845175055697,https://cdn.shopify.com/s/files/1/1796/0497/products/4_9f7f3219-829d-4eb3-92ef-68794912511e.png?v=1654183702,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/4_9f7f3219-829d-4eb3-92ef-68794912511e.png?v=1654183702,lb,,,active
colette-sandals,,,,,,,,,ANTIQUE GOLD,,37,,,'845175055703,453.59237,shopify,deny,manual,155.00,,true,true,'845175055703,https://cdn.shopify.com/s/files/1/1796/0497/products/6_4d758f13-ed9a-4ebe-9d58-6068b3bcf343.png?v=1654183702,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/4_9f7f3219-829d-4eb3-92ef-68794912511e.png?v=1654183702,lb,,,
colette-sandals,,,,,,,,,ANTIQUE GOLD,,38,,,'845175055710,453.59237,shopify,deny,manual,155.00,,true,true,'845175055710,https://cdn.shopify.com/s/files/1/1796/0497/products/3_74b96e1c-e3af-469e-a1c0-e94f498a04b5.png?v=1654183702,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/4_9f7f3219-829d-4eb3-92ef-68794912511e.png?v=1654183702,lb,,,
colette-sandals,,,,,,,,,ANTIQUE GOLD,,39,,,'845175055727,453.59237,shopify,deny,manual,155.00,,true,true,'845175055727,https://cdn.shopify.com/s/files/1/1796/0497/products/5_57860b09-4ff6-475b-9083-36a6015537a7.png?v=1654183702,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/4_9f7f3219-829d-4eb3-92ef-68794912511e.png?v=1654183702,lb,,,
colette-sandals,,,,,,,,,ANTIQUE GOLD,,40,,,'845175055734,453.59237,shopify,deny,manual,155.00,,true,true,'845175055734,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/4_9f7f3219-829d-4eb3-92ef-68794912511e.png?v=1654183702,lb,,,
colette-sandals,,,,,,,,,ANTIQUE GOLD,,41,,,'845175055741,453.59237,shopify,deny,manual,155.00,,true,true,'845175055741,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1796/0497/products/4_9f7f3219-829d-4eb3-92ef-68794912511e.png?v=1654183702,lb,,,
